episode,reward
0,0.9773333
1,0.96826667
2,0.96380955
3,0.55247617
4,0.55247617
5,0.5413333
6,0.5632333
7,0.56402665
8,0.54233336
9,0.56364447
10,0.54546237
11,0.53538454
12,0.522
13,0.48558143
14,0.49404353
15,0.4742533
16,0.4920769
17,0.49052382
18,0.4894889
19,0.48827955
20,0.4657436
21,0.4586869
22,0.44445717
23,0.4713874
24,0.46591344
25,0.4654684
26,0.46595177
27,0.4597131
28,0.46514606
29,0.46601433
30,0.4562035
31,0.4514514
32,0.44186664
33,0.43065333
34,0.43976665
35,0.46804002
36,0.45824
37,0.47051334
38,0.4598
39,0.4598
40,0.45826
41,0.44920662
42,0.44707334
43,0.45685333
44,0.49400666
45,0.48356664
46,0.49357334
47,0.48373997
48,0.47490665
49,0.46482
50,0.46446
51,0.46541333
52,0.47479334
53,0.47580665
54,0.46603996
55,0.45604667
56,0.43809998
57,0.45899335
58,0.45899335
59,0.47024
60,0.4775
61,0.49817333
62,0.49768665
63,0.50747335
64,0.50561994
65,0.49556664
66,0.49620667
67,0.49620667
68,0.48642662
69,0.47797996
70,0.48951328
71,0.48997334
72,0.49004
73,0.46251333
74,0.45241332
75,0.46265998
76,0.45464
77,0.43476665
78,0.44521332
79,0.44521332
80,0.43631333
81,0.43570668
82,0.45431328
83,0.45388
84,0.47237998
85,0.49031335
86,0.49145332
87,0.48139998
88,0.48148003
89,0.47104663
90,0.47415996
91,0.4736733
92,0.48245335
93,0.48923331
94,0.48177335
95,0.48200664
96,0.49163997
97,0.5296333
98,0.53722
99,0.57427335
100,0.57423997
101,0.5740667
102,0.6226866
103,0.62252665
104,0.65955997
105,0.64976
106,0.6577867
107,0.67666006
108,0.66830003
109,0.66870004
110,0.6864867
111,0.6940867
112,0.6937201
113,0.7024534
114,0.69038004
115,0.6900133
116,0.67331994
117,0.6750867
118,0.68662
119,0.68714666
120,0.6872133
121,0.6873667
122,0.67028666
123,0.6504067
124,0.65044004
125,0.64073324
126,0.6409866
127,0.62127334
128,0.63904667
129,0.65918
130,0.6408334
131,0.6409867
132,0.6397601
133,0.6485533
134,0.63918
135,0.62976
136,0.62036
137,0.63124
138,0.65178
139,0.6521266
140,0.66811323
141,0.6491734
142,0.6693267
143,0.6671067
144,0.6669666
145,0.6672467
146,0.66724676
147,0.6770733
148,0.6966599
149,0.69632006
150,0.69694674
151,0.6789667
152,0.66888
153,0.67968667
154,0.67777336
155,0.66863996
156,0.69926
157,0.70003325
158,0.69751334
159,0.6875333
160,0.69664663
161,0.6783
162,0.66922
163,0.6716534
164,0.65253335
165,0.64222664
166,0.6322201
167,0.6396467
168,0.63004
169,0.63035333
170,0.63809997
171,0.64599997
172,0.65636003
173,0.63758665
174,0.6470334
175,0.64722663
176,0.6661467
177,0.6559067
178,0.6459133
179,0.65007997
180,0.63822
181,0.6367133
182,0.6460733
183,0.6541667
184,0.6285934
185,0.61883336
186,0.60884
187,0.6282733
188,0.61709994
189,0.6368467
190,0.6548999
191,0.6729933
192,0.6767132
193,0.68784004
194,0.69755995
195,0.6684733
196,0.65936667
197,0.6892534
198,0.67882675
199,0.6694733
200,0.68795997
201,0.70433325
202,0.71646005
203,0.7169067
204,0.73622656
205,0.7438466
206,0.76369333
207,0.78342
208,0.78413343
209,0.76709336
210,0.76245344
211,0.75101334
212,0.7513067
213,0.79787993
214,0.80647326
215,0.79550666
216,0.7764733
217,0.76738
218,0.75816
219,0.74118006
220,0.7426801
221,0.73353994
222,0.7224266
223,0.7033733
224,0.7050601
225,0.70478004
226,0.7074667
227,0.6973334
228,0.7052933
229,0.71503335
230,0.70496666
231,0.69314677
232,0.6935
233,0.6933867
234,0.684
235,0.66734666
236,0.6664466
237,0.6965733
238,0.70625335
239,0.7157601
240,0.71580666
241,0.7258467
242,0.7364467
243,0.73579335
244,0.75542665
245,0.7463934
246,0.7479867
247,0.7649534
248,0.7778999
249,0.77782667
250,0.81681335
251,0.81681335
252,0.81274676
253,0.80215335
254,0.78188
255,0.7895134
256,0.7987534
257,0.78786665
258,0.78655344
259,0.7872134
260,0.7667266
261,0.7682733
262,0.75842667
263,0.75838006
264,0.7565267
265,0.75475335
266,0.756
267,0.76415336
268,0.7623334
269,0.76096666
270,0.7503934
271,0.74202
272,0.71998674
273,0.72237337
274,0.72538674
275,0.73425996
276,0.7250334
277,0.7435066
278,0.75466657
279,0.7737667
280,0.77375335
281,0.7634334
282,0.76082003
283,0.77353334
284,0.77489334
285,0.77420676
286,0.76332664
287,0.77235335
288,0.7620134
289,0.76187986
290,0.7439733
291,0.75201994
292,0.75494665
293,0.74414665
294,0.7336
295,0.73318666
296,0.73242
297,0.7352799
298,0.73132676
299,0.7330134
300,0.7458001
301,0.7263933
302,0.72719336
303,0.7342867
304,0.74350667
305,0.73156
306,0.7314
307,0.7398201
308,0.7301867
309,0.70989996
310,0.70304006
311,0.7127067
312,0.7026599
313,0.71171343
314,0.75125337
315,0.76031333
316,0.7693866
317,0.7689467
318,0.7698866
319,0.77079993
320,0.7777601
321,0.74715334
322,0.74726677
323,0.7571133
324,0.76024675
325,0.75086004
326,0.75141335
327,0.7495799
328,0.7416068
329,0.75075334
330,0.7596933
331,0.7677266
332,0.7485733
333,0.7487133
334,0.74814
335,0.7467
336,0.74605334
337,0.7399
338,0.75008005
339,0.74371994
340,0.7461866
341,0.7556934
342,0.7549801
343,0.75494003
344,0.74381334
345,0.7630533
346,0.76064
347,0.76113343
348,0.77794677
349,0.7599867
350,0.7512734
351,0.75295335
352,0.7677467
353,0.77783334
354,0.78636
355,0.79686
356,0.7944267
357,0.8026933
358,0.78336006
359,0.79161334
360,0.7818999
361,0.77849334
362,0.76861334
363,0.77769333
364,0.7864399
365,0.7652667
366,0.76475334
367,0.76480675
368,0.75592005
369,0.74656
370,0.7288666
371,0.73021334
372,0.74192667
373,0.74928004
374,0.74390674
375,0.75434667
376,0.7549133
377,0.7480667
378,0.72061324
379,0.7209734
380,0.72041327
381,0.7313733
382,0.7315933
383,0.7506867
384,0.7723801
385,0.7732001
386,0.78024
387,0.7805067
388,0.8010533
389,0.7998867
390,0.7920534
391,0.80016017
392,0.81141996
393,0.8108401
394,0.8208334
395,0.8393133
396,0.84055334
397,0.85094
398,0.8315001
399,0.83178663
400,0.83380663
401,0.8146267
402,0.81531334
403,0.79781336
404,0.8075867
405,0.80616
406,0.80721337
407,0.7885067
408,0.79686
409,0.7976865
410,0.8051201
411,0.8036066
412,0.7925933
413,0.79208
414,0.78882676
415,0.78870004
416,0.78662
417,0.78681993
418,0.77651995
419,0.77808017
420,0.7863067
421,0.78470665
422,0.79473335
423,0.7942067
424,0.79386
425,0.7965666
426,0.7923399
427,0.80207336
428,0.80158675
429,0.80347997
430,0.7958667
431,0.7706734
432,0.78049994
433,0.7707533
434,0.7639534
435,0.76764
436,0.77748674
437,0.7677334
438,0.77753997
439,0.77636003
440,0.7695734
441,0.76101995
442,0.7710999
443,0.76493335
444,0.7747201
445,0.7750133
446,0.76636004
447,0.7562668
448,0.73668665
449,0.7449267
450,0.75685996
451,0.76783997
452,0.7580266
453,0.7562466
454,0.7562866
455,0.7753001
456,0.76733327
457,0.7682801
458,0.7483934
459,0.7477133
460,0.7626866
461,0.7608466
462,0.7613267
463,0.76975334
464,0.7718933
465,0.7718067
466,0.7715201
467,0.78003997
468,0.76085335
469,0.77773994
470,0.7872667
471,0.7867534
472,0.78508675
473,0.78664
474,0.76665336
475,0.76636004
476,0.77524
477,0.7753001
478,0.7926067
479,0.7742734
480,0.77618
481,0.7856933
482,0.7856933
483,0.78470004
484,0.8040467
485,0.80517995
486,0.8040933
487,0.81288666
488,0.7935067
489,0.80624
490,0.84686667
491,0.8480201
492,0.84642005
493,0.83957326
494,0.8389933
495,0.8299467
496,0.82986
497,0.8188533
498,0.82799333
499,0.8275
500,0.82005334
501,0.82094663
502,0.8289266
503,0.84812665
504,0.84804654
505,0.84569335
506,0.84466
507,0.8515001
508,0.87346
509,0.8739599
510,0.88148004
511,0.89053994
512,0.8821266
513,0.8813334
514,0.8788533
515,0.8962999
516,0.89643335
517,0.8942201
518,0.8963866
519,0.8962
520,0.87790674
521,0.88898
522,0.8899866
523,0.8921601
524,0.9028199
525,0.90184665
526,0.90156007
527,0.91298
528,0.8958468
529,0.8950334
530,0.8874866
531,0.87976664
532,0.87984663
533,0.8784866
534,0.88741994
535,0.86870664
536,0.84838
537,0.8392667
538,0.83713335
539,0.82558
540,0.82512665
541,0.8161466
542,0.8085067
543,0.81790006
544,0.8253667
545,0.82550675
546,0.8246534
547,0.83329993
548,0.83055997
549,0.8392667
550,0.8320933
551,0.84194666
552,0.8608867
553,0.85047996
554,0.8488934
555,0.84926003
556,0.8495934
557,0.8621867
558,0.85243326
559,0.84237325
560,0.85296
561,0.8540334
562,0.85414666
563,0.8284334
564,0.8213601
565,0.83049995
566,0.8389733
567,0.85302675
568,0.8536268
569,0.8629867
570,0.86322
571,0.8539801
572,0.84445333
573,0.84492004
574,0.8446999
575,0.8511268
576,0.85975343
577,0.8811201
578,0.88196665
579,0.88184667
580,0.8606132
581,0.8596733
582,0.87144667
583,0.86084664
584,0.8522666
585,0.8501667
586,0.8669001
587,0.87714666
588,0.86791337
589,0.8713733
590,0.8719466
591,0.87010676
592,0.8677933
593,0.84952664
594,0.86627996
595,0.8582533
596,0.85608
597,0.8557867
598,0.84442675
599,0.8350667
600,0.85484004
601,0.86608005
602,0.8772
603,0.8661
604,0.86681336
605,0.84568673
606,0.86370665
607,0.8659534
608,0.88070005
609,0.88192004
610,0.87239337
611,0.87160003
612,0.8730267
613,0.8725267
614,0.8711133
615,0.8675867
616,0.8574734
617,0.85636663
618,0.8483666
619,0.84612674
620,0.8470667
621,0.8478334
622,0.85859346
623,0.85346675
624,0.8521067
625,0.8612133
626,0.86108
627,0.8749
628,0.88545334
629,0.88844
630,0.88764
631,0.89727324
632,0.89653337
633,0.8866533
634,0.8757934
635,0.87597346
636,0.8761134
637,0.87694
638,0.8662801
639,0.85711324
640,0.8388133
641,0.83667326
642,0.845
643,0.8563534
644,0.85701334
645,0.85893995
646,0.84003335
647,0.85929334
648,0.87072664
649,0.8690268
650,0.8675
651,0.8589066
652,0.8787733
653,0.89985335
654,0.89876664
655,0.89930665
656,0.8808
657,0.8698801
658,0.86825335
659,0.85880667
660,0.8585534
661,0.8680133
662,0.85863334
663,0.86546004
664,0.85590005
665,0.8555666
666,0.8665066
667,0.85792
668,0.84678
669,0.84072006
670,0.83846647
671,0.83727336
672,0.8540333
673,0.8554134
674,0.86575323
675,0.86765337
676,0.8785733
677,0.87610006
678,0.87696666
679,0.87702006
680,0.8685866
681,0.86974
682,0.86913323
683,0.8786467
684,0.85945326
685,0.8593533
686,0.8686066
687,0.87688005
688,0.8861266
689,0.8865334
690,0.8769267
691,0.87571996
692,0.87373996
693,0.8718866
694,0.8837532
695,0.8888599
696,0.89159334
697,0.91172004
698,0.91514665
699,0.90510005
700,0.90654
701,0.9052333
702,0.9065933
703,0.90932673
704,0.9207467
705,0.92224675
706,0.9219867
707,0.9027866
708,0.9020932
709,0.89382005
710,0.8833868
711,0.89305335
712,0.89501345
713,0.88473326
714,0.89538664
715,0.8943133
716,0.85749334
717,0.8581333
718,0.8509067
719,0.88101995
720,0.86958665
721,0.86808664
722,0.8778401
723,0.86632
724,0.86754
725,0.85749334
726,0.85637337
727,0.8784267
728,0.8846867
729,0.8834133
730,0.8839534
731,0.89016676
732,0.8890466
733,0.89673996
734,0.90374
735,0.9056268
736,0.9067867
737,0.90507334
738,0.90678674
739,0.9070999
740,0.9088867
741,0.9083999
742,0.91896665
743,0.91987336
744,0.9197666
745,0.92068666
746,0.9016666
747,0.9104533
748,0.91098005
749,0.92055345
750,0.90038663
751,0.90949994
752,0.9084599
753,0.90846
754,0.91001326
755,0.9083933
756,0.91103333
757,0.89986
758,0.9179
759,0.91778
760,0.89960665
761,0.9199601
762,0.9327333
763,0.91326004
764,0.9143067
765,0.90616
766,0.8948667
767,0.8939601
768,0.8954733
769,0.9035465
770,0.9037333
771,0.9232867
772,0.92100006
773,0.90042
774,0.8986667
775,0.91856664
776,0.9085135
777,0.90497327
778,0.9175867
779,0.9084866
780,0.8998934
781,0.9025266
782,0.8918067
783,0.8931599
784,0.8936667
785,0.9056202
786,0.90459996
787,0.9259799
788,0.91520673
789,0.9145334
790,0.92386657
791,0.92451996
792,0.9265933
793,0.91686004
794,0.91581327
795,0.9083001
796,0.9116134
797,0.9211134
798,0.92946
799,0.92827994
800,0.9381601
801,0.93768
802,0.9492333
803,0.93034
804,0.92776
805,0.92665994
