episode,reward
0,0.9773333
1,0.96293336
2,0.9432222
3,0.6644286
4,0.6644286
5,0.69620836
6,0.6188519
7,0.5273333
8,0.50536114
9,0.53519046
10,0.49952084
11,0.5251403
12,0.5116752
13,0.49812698
14,0.47572464
15,0.45590279
16,0.4472549
17,0.44826415
18,0.44137928
19,0.44931072
20,0.44368815
21,0.42982292
22,0.41776472
23,0.4253709
24,0.4270959
25,0.4172554
26,0.41190597
27,0.4198233
28,0.44352487
29,0.44864494
30,0.44864494
31,0.45413336
32,0.44092667
33,0.4299733
34,0.43121997
35,0.42294
36,0.40467334
37,0.3950533
38,0.4236133
39,0.41372
40,0.41372
41,0.41446668
42,0.43218666
43,0.43080667
44,0.42098
45,0.42097995
46,0.43033332
47,0.45809996
48,0.45809996
49,0.44883335
50,0.43888667
51,0.42979336
52,0.42979333
53,0.42924666
54,0.44797334
55,0.4871133
56,0.4871133
57,0.48711336
58,0.46937332
59,0.4502
60,0.4592
61,0.45073998
62,0.43249997
63,0.44181997
64,0.44182
65,0.43351996
66,0.45136002
67,0.45136
68,0.45136
69,0.4416667
70,0.43182662
71,0.4606
72,0.4506066
73,0.44904
74,0.43938
75,0.42190665
76,0.43007332
77,0.4289
78,0.4289
79,0.4280133
80,0.42868
81,0.4089467
82,0.41826
83,0.43860665
84,0.45768666
85,0.45775333
86,0.45826
87,0.44050667
88,0.42144
89,0.42968667
90,0.42154664
91,0.42198667
92,0.42304665
93,0.41246665
94,0.4304533
95,0.4475667
96,0.45609996
97,0.43756
98,0.43756
99,0.4294267
100,0.42942664
101,0.43062
102,0.43094665
103,0.42110664
104,0.42070004
105,0.43108666
106,0.4310867
107,0.43110666
108,0.43249997
109,0.43363997
110,0.43463996
111,0.43463996
112,0.4248333
113,0.42483333
114,0.41458
115,0.41409338
116,0.41454
117,0.4050266
118,0.39516
119,0.38315332
120,0.39126
121,0.40021327
122,0.38932666
123,0.38929996
124,0.38954
125,0.39854667
126,0.40688
127,0.41640005
128,0.39886668
129,0.3893133
130,0.39938003
131,0.40839332
132,0.40844
133,0.41794
134,0.41780007
135,0.4351734
136,0.43406665
137,0.42407334
138,0.41544
139,0.43181333
140,0.45137337
141,0.45126668
142,0.44191334
143,0.44990665
144,0.47046003
145,0.47046003
146,0.47045997
147,0.45309997
148,0.4730467
149,0.4730467
150,0.46494004
151,0.45662665
152,0.4489133
153,0.4395667
154,0.46119335
155,0.45256
156,0.46238002
157,0.46246663
158,0.46278664
159,0.46278664
160,0.45505998
161,0.43598664
162,0.43612662
163,0.4548067
164,0.43474665
165,0.43474665
166,0.43474665
167,0.42534
168,0.41673332
169,0.42556
170,0.42659333
171,0.40802002
172,0.40786004
173,0.41697997
174,0.43516004
175,0.42603996
176,0.47426662
177,0.4738733
178,0.4545933
179,0.46348
180,0.48174
181,0.48999333
182,0.5084933
183,0.5071867
184,0.5262066
185,0.5181133
186,0.51915336
187,0.5477466
188,0.5477466
189,0.53819996
190,0.5382
191,0.52783334
192,0.54722
193,0.5473934
194,0.5473934
195,0.5554934
196,0.5463334
197,0.54756665
198,0.55589336
199,0.5474733
200,0.5355
201,0.5372667
202,0.5372667
203,0.5182733
204,0.49120662
205,0.48178664
206,0.4718
207,0.47205997
208,0.48123997
209,0.4720933
210,0.46326
211,0.4635933
212,0.45428666
213,0.4536467
214,0.44459334
215,0.43562663
216,0.43604663
217,0.42614666
218,0.44461995
219,0.4156733
220,0.41473335
221,0.44351998
222,0.4354533
223,0.4344867
224,0.44487998
225,0.44487998
226,0.43677998
227,0.45702004
228,0.44710672
229,0.4460867
230,0.43793336
231,0.4283867
232,0.41769332
233,0.42664
234,0.43546668
235,0.45391333
236,0.44392002
237,0.42509335
238,0.42500663
239,0.43498665
240,0.42580664
241,0.41621998
242,0.41622
243,0.40623334
244,0.41606668
245,0.43318
246,0.41411334
247,0.41296002
248,0.41224667
249,0.4122466
250,0.40225333
251,0.38293335
252,0.38293335
253,0.3915667
254,0.3915667
255,0.38286
256,0.39236
257,0.41147998
258,0.40297997
259,0.38397336
260,0.39106667
261,0.39071998
262,0.40781334
263,0.40685332
264,0.40685332
265,0.41572666
266,0.41741332
267,0.4268067
268,0.4361333
269,0.44593334
270,0.46313336
271,0.46267334
272,0.46267334
273,0.46267334
274,0.46190667
275,0.45300665
276,0.46143332
277,0.4518667
278,0.44508663
279,0.43646666
280,0.44488665
281,0.43421334
282,0.43421334
283,0.42422
284,0.43414664
285,0.44243333
286,0.45045334
287,0.46028668
288,0.44113335
289,0.44113335
290,0.4309467
291,0.43213996
292,0.4420533
293,0.44196665
294,0.43432662
295,0.43736666
296,0.4472
297,0.45658
298,0.45658
299,0.44545335
300,0.42652005
301,0.41820666
302,0.42715332
303,0.41003335
304,0.42754665
305,0.42754665
306,0.43610665
307,0.44458
308,0.46639335
309,0.46588
310,0.47511333
311,0.46571335
312,0.4692933
313,0.47888663
314,0.4792733
315,0.47818664
316,0.45990667
317,0.4816533
318,0.4996133
319,0.50939333
320,0.50876
321,0.49876663
322,0.49729332
323,0.5052867
324,0.49779335
325,0.49684003
326,0.50745326
327,0.5277866
328,0.5290667
329,0.5396067
330,0.53960663
331,0.5389334
332,0.52942
333,0.5210267
334,0.52217996
335,0.52168
336,0.51269335
337,0.51269335
338,0.5024333
339,0.51238
340,0.52135336
341,0.53096
342,0.55090666
343,0.53157336
344,0.53054
345,0.5490133
346,0.53048664
347,0.52062
348,0.5100601
349,0.5008
350,0.50913334
351,0.50998664
352,0.50101995
353,0.50174
354,0.47433332
355,0.48432666
356,0.46520665
357,0.46362662
358,0.44436663
359,0.45300004
360,0.45406666
361,0.45335332
362,0.4446933
363,0.44469333
364,0.42594665
365,0.41596
366,0.39684
367,0.41542
368,0.41347998
369,0.4134
370,0.41382667
371,0.39488
372,0.40498
373,0.41452
374,0.39508665
375,0.36662665
376,0.3669267
377,0.35745335
378,0.35738668
379,0.3398
380,0.33956668
381,0.35996002
382,0.38788664
383,0.3803
384,0.37974
385,0.38913333
386,0.38766667
387,0.3876667
388,0.39551997
389,0.37579334
390,0.3757933
391,0.39561996
392,0.39541996
393,0.40373334
394,0.40231332
395,0.4087733
396,0.42744666
397,0.45566666
398,0.45566666
399,0.44606662
400,0.44752
401,0.44672668
402,0.47341332
403,0.47341332
404,0.46385333
405,0.4649933
406,0.47497997
407,0.4923
408,0.5009267
409,0.5008133
410,0.5199533
411,0.49115333
412,0.48123336
413,0.47217333
414,0.47139335
415,0.45300665
416,0.43448666
417,0.43440667
418,0.42462665
419,0.4152333
420,0.41471332
421,0.40552
422,0.4063
423,0.4063
424,0.41613334
425,0.4073
426,0.38883334
427,0.38958672
428,0.39100665
429,0.39084
430,0.39254
431,0.3745
432,0.37347332
433,0.37399334
434,0.36501998
435,0.36344665
436,0.37275997
437,0.36337325
438,0.3543867
439,0.35434002
440,0.35362667
441,0.34363997
442,0.34242
443,0.34548664
444,0.33557332
445,0.33557335
446,0.32612
447,0.34491333
448,0.34543332
449,0.34543332
450,0.33621997
451,0.37318665
452,0.38298666
453,0.39202663
454,0.40133998
455,0.39225334
456,0.4213067
457,0.4213067
458,0.40158668
459,0.40164664
460,0.40216005
461,0.40270665
462,0.39344665
463,0.39346004
464,0.40242672
465,0.41157332
466,0.41109332
467,0.42892003
468,0.4401
469,0.433
470,0.45192665
471,0.44344
472,0.44344
473,0.45165333
474,0.4430467
475,0.43368667
476,0.4434467
477,0.4602133
478,0.45980662
479,0.4592867
480,0.4870333
481,0.49596
482,0.4794133
483,0.46731335
484,0.45827335
485,0.45856002
486,0.46743995
487,0.4675267
488,0.45814002
489,0.46794665
490,0.46668
491,0.4650467
492,0.48202
493,0.48182666
494,0.4822933
495,0.4725667
496,0.4626667
497,0.45389336
498,0.46496674
499,0.45596
